trans_id,lang,translation
בית ספר שדה חרמון,HE,בית ספר שדה חרמון
בית ספר שדה מירון,AR,مدرسة ساديه ميرون
בית ספר שדה מירון,EN,Meron Field School
בית ספר שדה מירון,HE,בית ספר שדה מירון
בית ספר שדה נחל דוד,AR,مدرسة ناحَل داڤيد الحقلية
בית ספר שדה נחל דוד,EN,Nahal David Field School
בית ספר שדה נחל דוד,HE,בית ספר שדה נחל דוד
בית ספר שדה/דרך ההר,AR,مدرسة حقلية/ديريخ هَهار
בית ספר שדה/דרך ההר,EN,Field School/HaHar Road
בית ספר שדה/דרך ההר,HE,בית ספר שדה/דרך ההר
בית ספר שדה/שמורת חוף האלמוגים,AR,مدرسة سادي/محمية الشاطئ هألموجيم
בית ספר שדה/שמורת חוף האלמוגים,EN,Sadeh School/Eilat Coral Beach Nature Reserve
בית ספר שדה/שמורת חוף האלמוגים,HE,בית ספר שדה/שמורת חוף האלמוגים
בית ספר שובו,AR,مدرسة شوفو
בית ספר שובו,EN,Shuvu School
בית ספר שובו,HE,בית ספר שובו
בית ספר שובו בנים/אורט,AR,مدرسة شوڤو بنيم/أورط
בית ספר שובו בנים/אורט,EN,Shuvu Banim School/Ort
בית ספר שובו בנים/אורט,HE,בית ספר שובו בנים/אורט
בית ספר שובו/ההגנה,AR,مدرسة شوڤو/هَهچناه
בית ספר שובו/ההגנה,EN,Shuvu School/HaHagana
בית ספר שובו/ההגנה,HE,בית ספר שובו/ההגנה
בית ספר שושנים/החיד"א,AR,مدرسة شوشَنيم/ هحيدا
בית ספר שושנים/החיד"א,EN,Shoshanim School/HaHida
בית ספר שושנים/החיד"א,HE,בית ספר שושנים/החיד"א
בית ספר שזר,AR,مدرسة شزر
בית ספר שזר,EN,Shazar School
בית ספר שזר,HE,בית ספר שזר
בית ספר שזר/הרב ניסנבאום,AR,مدرسة شزار/هراڤ نيسنباوم
בית ספר שזר/הרב ניסנבאום,EN,Shazar School/HaRav Nisenbaum
בית ספר שזר/הרב ניסנבאום,HE,בית ספר שזר/הרב ניסנבאום
בית ספר שייח' דנון,AR,مدرسة الشيخ دنون
בית ספר שייח' דנון,EN,Sheikh Danun School
בית ספר שייח' דנון,HE,בית ספר שייח' דנון
בית ספר שילה/מיכשווילי,AR,مدرسة شيلا/ميخاشڤيلي
בית ספר שילה/מיכשווילי,EN,Shilo School/Michashvili
בית ספר שילה/מיכשווילי,HE,בית ספר שילה/מיכשווילי
בית ספר שיקמים/שלמה בן יוסף,HE,בית ספר שיקמים/שלמה בן יוסף
בית ספר שלב ב,AR,مدرسة شلاف بَ
בית ספר שלב ב,EN,School Stage 2
בית ספר שלב ב,HE,בית ספר שלב ב
בית ספר שלהבת,AR,مدرسة شالهيفيت
בית ספר שלהבת,EN,Shalhevet School
בית ספר שלהבת,HE,בית ספר שלהבת
בית ספר שלהבת/נוף איילון,AR,مدرسة شالهيفيت/ نوف أيلون
בית ספר שלהבת/נוף איילון,EN,Shalhevet School/Nof Ayalon
בית ספר שלהבת/נוף איילון,HE,בית ספר שלהבת/נוף איילון
בית ספר שפות ותרבויות/הגפן,AR,مدرسة اللغات والحضارات/هچيفن
בית ספר שפות ותרבויות/הגפן,EN,Languages & Cultures School/HaGefen
בית ספר שפות ותרבויות/הגפן,HE,בית ספר שפות ותרבויות/הגפן
בית ספר שפרינצק/קלאוזנר,AR,مدرسة شبرينتسك/كلاوزنر
בית ספר שפרינצק/קלאוזנר,EN,Sprinzak School/Klauzner
בית ספר שפרינצק/קלאוזנר,HE,בית ספר שפרינצק/קלאוזנר
בית ספר שרת/יזרעאל,AR,مدرسة شرت/يزراعيل
בית ספר שרת/יזרעאל,EN,Sharett School/Yizre'el
בית ספר שרת/יזרעאל,HE,בית ספר שרת/יזרעאל
בית ספר שרת/קרן היסוד,AR,مدرسة شرت/كيرِن هيِسود
בית ספר שרת/קרן היסוד,EN,Sharett School/Keren HaYesod
בית ספר שרת/קרן היסוד,HE,בית ספר שרת/קרן היסוד
בית ספר תורת חיים/הרב קוק,AR,مدرسة تورات حاييم/هَراڤ كوك
בית ספר תורת חיים/הרב קוק,EN,Torat Hayim School/HaRav Kook
בית ספר תורת חיים/הרב קוק,HE,בית ספר תורת חיים/הרב קוק
בית ספר תחכמוני/טובה וטוביה מילר,HE,בית ספר תחכמוני/טובה וטוביה מילר
בית ספר תחכמוני/עפגין,AR,مدرسة تحخموني/عَفجين
בית ספר תחכמוני/עפגין,EN,Tachkemoni School/Afgin
בית ספר תחכמוני/עפגין,HE,בית ספר תחכמוני/עפגין
בית ספר תיכון,AR,مدرسة ثانوية
בית ספר תיכון,EN,High School
בית ספר תיכון,HE,בית ספר תיכון
בית ספר תיכון אביב/המלכים,AR,مدرسة ثانوية أڤيڤ/هَملخيم
בית ספר תיכון אביב/המלכים,EN,Aviv High School/HaMlachim
בית ספר תיכון אביב/המלכים,HE,בית ספר תיכון אביב/המלכים
בית ספר תיכון אלקאסמי,AR,مدرسة القاسمي الثانوية
בית ספר תיכון אלקאסמי,EN,High School Al Qasemi
בית ספר תיכון אלקאסמי,HE,בית ספר תיכון אלקאסמי
בית ספר תיכון בית צפאפא/אלנהדה,AR,مدرسة بيت صفافا الثانوية/ النهضة
בית ספר תיכון בית צפאפא/אלנהדה,EN,Bet Safafa High School/A-Nahada
בית ספר תיכון בית צפאפא/אלנהדה,HE,בית ספר תיכון בית צפאפא/אלנהדה
בית ספר תיכון חמאד,AR,مدرسة ث. حماد
בית ספר תיכון חמאד,EN,Hamed High Sch.
בית ספר תיכון חמאד,HE,בית ספר תיכון חמאד
בית ספר תיכון כעבייה,AR,مدرسة كعبية الثانوية
בית ספר תיכון כעבייה,EN,Kaabiya High School
בית ספר תיכון כעבייה,HE,בית ספר תיכון כעבייה
בית ספר תיכון ראשונים/הרב קוק,AR,مدرسة ريشونيم الثانوية/هراڤ كوك
בית ספר תיכון ראשונים/הרב קוק,EN,Rishonim High School/HaRav Kook
בית ספר תיכון ראשונים/הרב קוק,HE,בית ספר תיכון ראשונים/הרב קוק
בית ספר תיכון/בוקעתא,AR,المدرسة الثانوية/بقعاتا
בית ספר תיכון/בוקעתא,EN,High School/Buk'ata
בית ספר תיכון/בוקעתא,HE,בית ספר תיכון/בוקעתא
בית ספר תל אל-מלח,AR,مدرسة تل الملح
בית ספר תל אל-מלח,EN,Tel Al Malach School
בית ספר תל אל-מלח,HE,בית ספר תל אל-מלח
בית ספר תל חי,AR,مدرسة تل حاي
בית ספר תל חי,EN,Tel Hay School
בית ספר תל חי,HE,בית ספר תל חי
בית ספר תל חי/הנשיא,AR,مدرسة تل حي/هَنَسي
בית ספר תל חי/הנשיא,EN,Tel Hai School/HaNassi
בית ספר תל חי/הנשיא,HE,בית ספר תל חי/הנשיא
בית ספר תל"י/הפרחים,AR,مدرسة تالي/هبراحيم
בית ספר תל"י/הפרחים,EN,Tali School/HaPrakhim
בית ספר תל"י/הפרחים,HE,בית ספר תל"י/הפרחים
בית ספר תלי/ששת הימים,AR,مدرسة تالي/شيشت هَيميم
בית ספר תלי/ששת הימים,EN,Tal'I School/Sheshet HaYamim
בית ספר תלי/ששת הימים,HE,בית ספר תלי/ששת הימים
בית ספר תלמוד תורה,AR,مدرسة تلمود توراه
בית ספר תלמוד תורה,EN,Talmud Torah School
בית ספר תלמוד תורה,HE,בית ספר תלמוד תורה
בית ספר תר"מ/הרימון,AR,مدرسة ترم/هريمون
בית ספר תר"מ/הרימון,EN,Taram School/HaRimon
בית ספר תר"מ/הרימון,HE,בית ספר תר"מ/הרימון
בית ספר/אבטין,AR,مدرسة/إبطن
בית ספר/אבטין,EN,School/Ibtin
בית ספר/אבטין,HE,בית ספר/אבטין
בית ספר/אל-קודס,AR,مدرسة/القدس
בית ספר/אל-קודס,EN,School/Al Quds
בית ספר/אל-קודס,HE,בית ספר/אל-קודס
בית ספר/דביר,AR,مدرسة/ دفير
בית ספר/דביר,EN,Bet Sefer/Dvir
בית ספר/דביר,HE,בית ספר/דביר
בית ספר/הורדים,HE,בית ספר/הורדים
בית ספר/וייצמן,AR,مدرسة/فايتسمَن
בית ספר/וייצמן,EN,School/Weizmann
בית ספר/וייצמן,HE,בית ספר/וייצמן
בית ספר/מוריה,AR,مدرسة/ موريا
בית ספר/מוריה,EN,School/Moriya
בית ספר/מוריה,HE,בית ספר/מוריה
בית ספר/עמק זבולון,AR,مدرسة/عيمك زڤولون
בית ספר/עמק זבולון,EN,School/Emek Zevulun
בית ספר/עמק זבולון,HE,בית ספר/עמק זבולון
בית ספר/רוזרי אלמאמון,AR,مدرسة/روزري المأمون
בית ספר/רוזרי אלמאמון,EN,School/Rosary al-Mamun
בית ספר/רוזרי אלמאמון,HE,בית ספר/רוזרי אלמאמון
בית עובד,AR,بيت عوڤِد
בית עובד,EN,Bet Oved
בית עובד,HE,בית עובד
בית עוזיאל,AR,بيت عُزيئيل
בית עוזיאל,EN,Bet Uzi'el
בית עוזיאל,HE,בית עוזיאל
בית עזרא,AR,بيت عِزْرا
בית עזרא,EN,Bet Ezra
בית עזרא,HE,בית עזרא
בית עלמין,AR,مقبرة
בית עלמין,EN,Cemetery
בית עלמין,HE,בית עלמין
בית עלמין אילת,AR,مقبرة إيلات
בית עלמין אילת,EN,Eilat Cemetery
בית עלמין אילת,HE,בית עלמין אילת
בית עלמין בית שאן/כביש 90,AR,مقبرة بيسان/شارع 90
בית עלמין בית שאן/כביש 90,EN,Beit Shean Cemetary/Road 90
בית עלמין בית שאן/כביש 90,HE,בית עלמין בית שאן/כביש 90
בית עלמין דרוזי/סולטאן אל אטרש,AR,مقبرة درزية/سلطان الأطرش
בית עלמין דרוזי/סולטאן אל אטרש,EN,Druze cemetery/Sultan Al-Atrash
בית עלמין דרוזי/סולטאן אל אטרש,HE,בית עלמין דרוזי/סולטאן אל אטרש
בית עלמין דרומי,AR,المقبرة الجنوبية
בית עלמין דרומי,EN,Southern Cemetery
בית עלמין דרומי,HE,בית עלמין דרומי
בית עלמין הורדה,HE,בית עלמין הורדה
בית עלמין הזורעים,AR,مقبرة هزورعيم
בית עלמין הזורעים,EN,HaZor'im Cemetery
בית עלמין הזורעים,HE,בית עלמין הזורעים
בית עלמין החדש טבריה,HE,בית עלמין החדש טבריה
בית עלמין הישן/שדרות יגאל ידין,AR,المقبرة القديمة/ديرِخ يچئيل ألون
בית עלמין הישן/שדרות יגאל ידין,EN,Old Cemetery/Yiga'el Yadin BLVD
בית עלמין הישן/שדרות יגאל ידין,HE,בית עלמין הישן/שדרות יגאל ידין
בית עלמין המסילה,HE,בית עלמין המסילה
בית עלמין המסילה/כביש 5803,AR,مقبرة همسيلا/شارع 5803
בית עלמין המסילה/כביש 5803,EN,HaMesila Cemetery/Highway 5803
בית עלמין המסילה/כביש 5803,HE,בית עלמין המסילה/כביש 5803
בית עלמין חדש,AR,المقبرة الجديدة
בית עלמין חדש,EN,New Cemetery
בית עלמין חדש,HE,בית עלמין חדש
בית עלמין חדש לוד,AR,مقبرة اللد الجديدة
בית עלמין חדש לוד,EN,Lod New Cemetery
בית עלמין חדש לוד,HE,בית עלמין חדש לוד
בית עלמין חדש/דוד רזיאל,AR,المقبرة الجديدة/ داڤيد رزيال
בית עלמין חדש/דוד רזיאל,EN,New Cemetery/David Razi'el
בית עלמין חדש/דוד רזיאל,HE,בית עלמין חדש/דוד רזיאל
בית עלמין חדש/שער ג',AR,مقبرة جديدة/باب ج
בית עלמין חדש/שער ג',EN,New Cemetery/Gate C
בית עלמין חדש/שער ג',HE,בית עלמין חדש/שער ג'
בית עלמין ירקון,AR,مقبرة يركون
בית עלמין ירקון,EN,Yarkon Cemetery
בית עלמין ירקון,HE,בית עלמין ירקון
בית עלמין ירקון שער הגאולה,AR,مقبرة يركون شاعَر چئولا
בית עלמין ירקון שער הגאולה,EN,Yarkon Cemetery HaGe'ula Gate
בית עלמין ירקון שער הגאולה,HE,בית עלמין ירקון שער הגאולה
בית עלמין ירקון שער החסד,AR,مقبرة يركون شاعَر هحيسِد
בית עלמין ירקון שער החסד,EN,Yarkon Cemetery HaHesed Gate
בית עלמין ירקון שער החסד,HE,בית עלמין ירקון שער החסד
בית עלמין ירקון/יציאה,AR,مقبرة يركون/ مخرج
בית עלמין ירקון/יציאה,EN,Yarkon Cemetery/Exit
בית עלמין ירקון/יציאה,HE,בית עלמין ירקון/יציאה
בית עלמין ירקון/כניסה,AR,مقبرة اليركون/ مدخل
בית עלמין ירקון/כניסה,EN,Yarkon Cemetery/Entry
בית עלמין ירקון/כניסה,HE,בית עלמין ירקון/כניסה
בית עלמין ישן,AR,المقبرة القديمة
בית עלמין ישן,EN,Old Cemetery
בית עלמין ישן,HE,בית עלמין ישן
בית עלמין ישן/ההגנה,HE,בית עלמין ישן/ההגנה
בית עלמין ישן/כביש 6400,AR,المقبرة القديمة/ شارع 6400
בית עלמין ישן/כביש 6400,EN,Old Cemetery/Road 6400
בית עלמין ישן/כביש 6400,HE,בית עלמין ישן/כביש 6400
בית עלמין ישן/מעלה יצחק,AR,المقبرة القديمة/ماعلي يتسحاك
